10000
person : Paavo Nurmi001 | ethnic group : Finnish | person has ethnicity
person : Hillary Swank | person : Angelina | has spouse
athlete : Ilya Kovalchuk | actor : Richards | has spouse
person : Derek Hough | person : Shannon Elizabeth | has spouse
female : Shanna Moakler | male : Travis Barker | has spouse
person : Christine Aguilera | person : Jennifer | has spouse
actor : Morgan Freeman | person : Jennifer | has spouse
person : Lindsay Lohan | celebrity : Samantha Ronson | has spouse
person : Lindsay Lohan | person : Actress | has spouse
actor : Emma Smith | person australia : Joseph Smith | has spouse
person : Jada Pinkett | actor : Will Smith | has spouse
person : Dustin Hoffman | person : Jolie | has spouse
male : David | person africa : John Glover | has spouse
male : David | person : Adam Levine | has spouse
male : David | person : Mia Hamm | has spouse
person : Horus | person : Hathor | has spouse
person : Hoopz | athlete : Shaq | has spouse
person : Mary Todd Lincoln | politician : President Abraham Lincoln | has spouse
person : Holly | person : Jeff | has spouse
person : Honor | female : Jessica | has spouse
person : Christy Brinkley | actor : Peter Cook | has spouse
person : Christy Brinkley | person : Billy Joel | has spouse
celebrity : Mary Steenburgen | person : Ted Danson001 | has spouse
person : Sean Lennon | person : Charlotte Kemp Muhl | has spouse
person canada : Vanessa Minnillo | person : Ex Husband Nick Lachey | has spouse
male : Constantine | person : Fausta | has spouse
person canada : James Mcavoy | person canada : Anne Marie Duff | has spouse
person : Hall of Fame | person : Curt | has spouse
person : Sherlock | person : Steampunk | has spouse
person : Sherlock | person : Dr Watson | has spouse
person : Lani Hammett | actor : Kirk Hammett | has spouse
person : Aniston | celebrity : Justin Theroux | has spouse
person : Christopher Guest | person : Jennifer | has spouse
female : Hilary Swank | person : Jennifer | has spouse
celebrity : Rebecca Romijn | person canada : John Stamos | has spouse
celebrity : Rebecca Romijn | person : Jerry O Connell | has spouse
person : Charlene Wittstock | person : Monaco | has spouse
person : Marcus Camby | person : Miller | has spouse
actor : Brendon Fraser | person : Afton Smith | has spouse
person : Don Cheadle | person canada : Brad | has spouse
person : Candace Bushnell | person : Charles Askegard | has spouse
person us : Neve Campbell | person : Jj Feild | has spouse
person : Chelsea Noble | person : Kirk Cameron | has spouse
male : Peter Sarsgaard | actor : Maggie Gyllenhaal | has spouse
person us : David Arquette | person : Cox | has spouse
person us : David Arquette | person : Courteney Cox Arquette | has spouse
person canada : Pam Anderson | person : Kid Rock | has spouse
person canada : Pam Anderson | person : Jennifer | has spouse
person : Poppy Montgomery | celebrity : Adam Kaufman | has spouse
person : Austria | person : Karl | has spouse
male : Keith Urban | celebrity : Kidman | has spouse
male : Keith Urban | person : Hollywood Actress Nicole Kidman | has spouse
person : Gilbert | person : Jimmy Connors | has spouse
person : Dan Futterman | person : Jolie | has spouse
actor : Jane Fonda | person : Ted Turner | has spouse
person : Lady Diana Spencer | person : Charles002 | has spouse
person mexico : Margarita Zavala | person : President Felipe Calderon | has spouse
person : Ryan Good | comedian : Ashley Benson | has spouse
person : Anna Hansen | athlete : Lance Armstrong | has spouse
person : Anna Hansen | person : Cycling Champion Lance Armstrong | has spouse
athlete : Octavio Dotel | athlete : Lidge | has spouse
male : Danny Moder | person us : Julia Roberts | has spouse
person canada : Anne Jackson | person : Wallach | has spouse
person : Elsa Pataky | person canada : Chris Hemsworth | has spouse
person : Kourtney Kardashian | person : Scott Disick | has spouse
female : Luciana Barroso | person us : Matt Damon | has spouse
person : Dingdong Dantes | actor : Marian Rivera | has spouse
person : Moon Unit Zappa | person : Paul Doucette | has spouse
person : Tim Howard | person : Friedel | has spouse
athlete : Clay Matthews | writer : Jones | has spouse
actor : Patrick Taylor | person : Rachel Griffiths | has spouse
person : Ricky Gervais | person : Jennifer | has spouse
person : Louise | person : Jamie Redknapp | has spouse
person : Nelson Mandela | person : Graca Machel | has spouse
person : Nelson Mandela | person : Winnie | has spouse
person : Joe Pesci | person : Angie Everhart | has spouse
celebrity : Rihanna | person : Matt Kemp | has spouse
celebrity : Rihanna | person : Jolie | has spouse
female : Tulisa | person : Fazer | has spouse
person : Diane Keaton | person : Pitt | has spouse
athlete : Marcos Ambrose | person : Keselowski | has spouse
person : Muhammad Ali | person : David | has spouse
person : Brooke Burns | person us : Bruce Willis | has spouse
person : Mickey Hargitay | person : Jayne Mansfield | has spouse
person : Jamie Hince | person : Kate Moss | has spouse
person : Shakira | person australia : Gerard Pique | has spouse
politician : President Barack | female : Michelle Obama | has spouse
person : Al Reynolds | female : Star Jones | has spouse
person : Amy Adams | person : Eva | has spouse
person : Henry | female : Anne Boleyn | has spouse
person : Henry | person : Other Boleyn Girl | has spouse
person : Henry | female : Jane Seymour | has spouse
person : Henry | person : Anne of Cleves | has spouse
person : Henry | person : Pope | has spouse
person : Henry | person : Abbey | has spouse
person : Henry | person : Charles V | has spouse
person : Henry | person : Charles Vi | has spouse
person : Henry | person : Shakespeare001 | has spouse
person : Henry | person : Charles Ii | has spouse
person : Henry | person us : Castle | has spouse
person : Henry | person : Earl | has spouse
person : Henry | person : Lady Jane Grey | has spouse
person : Henry | person : William Iv | has spouse
person : Henry | person : Napoleon001 | has spouse
person : Henry | person : Julius Caesar | has spouse
person : Henry | person us : Winston Churchill | has spouse
person : Henry | person : Anne | has spouse
person : Henry | person : Katherine | has spouse
person : Henry | person : Catherine Howard | has spouse
person : Henry | person : Elizabeth Ii001 | has spouse
person : Henry | person : Duke | has spouse
person : Helen | male : Menelaus | has spouse
person : Heidi | person : Spencer | has spouse
actor : Kelsey Grammer | person : Kayte Walsh | has spouse
male : Jason Robards | person : Bacall | has spouse
person : Warren | celebrity : Alba | has spouse
person : Sean Connery | person : Pitt | has spouse
person : Warner Brothers | person : Pitt | has spouse
person europe : Rio Ferdinand | person : David | has spouse
person canada : Darren Aronofsky | person : Rachel Weisz | has spouse
person : Dalai Lama | person : Pitt | has spouse
person us : Henry Rodriguez | athlete : Lidge | has spouse
person : Emilio Bonifacio | person : Dee | has spouse
celebrity : Alba | person : Warren | has spouse
person : Blake Edwards | person us : Julie Andrews | has spouse
person asia : Arjun Rampal | person : Aishwarya | has spouse
person : Ben Gibbard | person : Zooey Deschanel | has spouse
person : Margaret | person : Harry | has spouse
person : Fausta | male : Constantine | has spouse
person canada : Shakira | person : Jennifer | has spouse
person : Nathan Kress | person canada : Jennette Mccurdy | has spouse
person : Elizabeth Smart001 | person : Matthew Gilmour | has spouse
celebrity : Jennifer Lopez | person : Ben Affleck | has spouse
celebrity : Kyra Sedgwick | person canada : Kevin Bacon | has spouse
person : Channing Tatum | female : Jenna Dewan | has spouse
male : Howard Stern | person : Katie | has spouse
politician us : Elizabeth Allen | person : Barbara Cook | has spouse
person : Clint Eastwood | person : Frances Fisher | has spouse
person : Audrey Hepburn | person : Robert Wolders | has spouse
person : Brandon Webb | person : Penny | has spouse
person : Olsen Twins | person canada : Nicole | has spouse
person : Taylor Kinney | person north america : Lady Gaga | has spouse
person : Karrueche Tran | male : Chris Brown | has spouse
person : London | person : Jolie | has spouse
person : Harry | person : Cathy | has spouse
person : Harry | person : Margaret | has spouse
person : Associates | musician : Morris | has spouse
person : Adam001 | person : Garden of Eden | has spouse
person : Doug Reinhardt | female : Paris Hilton | has spouse
person : Bob Geldof | person : Paula Yates | has spouse
person : Ferdinand | person europe : Isabella | has spouse
ceo : Eric Schmidt | person canada : James Cameron | has spouse
politician us : Former President Jimmy Carter | female : Rosalynn Carter | has spouse
politician us : Former President Jimmy Carter | person : Rosalyn Carter | has spouse
person : President | person : Michelle Dance | has spouse
person : President | person : Shane | has spouse
person : President | female : Michelle Obama | has spouse
person : President | person : Michelle | has spouse
person : Jack Osbourne | female : Lisa Stelly | has spouse
person canada : John Stamos | celebrity : Rebecca Romijn | has spouse
person : Kristin Cavallari | person : Jay Cutler001 | has spouse
person north america : Chris Ferguson | person : Phil | has spouse
person : Chad Lowe | comedian : Hilary Swank | has spouse
person : Mr's Obama | female : Michelle Obama | has spouse
person : Walter | person asia : Grace | has spouse
person us : Kate Beckinsale | person : Angelina | has spouse
person : Greg001 | person : Karen001 | has spouse
person us : Kirstie Alley | person canada : Nicole | has spouse
person asia : Jaya Bachchan | person : Aishwarya | has spouse
person : Meredith | person : Michael001 | has spouse
person : Angie Everhart | person : Joe Pesci | has spouse
person : Rhys Ifans | person us : Sienna Miller | has spouse
person : Peter Cook | person mexico : Christie Brinkley | has spouse
actor : Nicholas Hoult | person : Jennifer Lawrence | has spouse
coach : Sparky Woods | person : Scott | has spouse
female : Asherah | person : El | has spouse
person : Hughes | politician us : Jerry | has spouse
person : Jon Voight | person : Jolie | has spouse
person : Quincy Jones | person canada : Nicole | has spouse
person : Britney Spears | person north america : Jason Trawick | has spouse
person : Britney Spears | person : Husband Kevin Federline | has spouse
person : Britney Spears | person : Adnan Ghalib | has spouse
person : English | person : Wales | has spouse
person mexico : Adrian Gonzalez | person : Felipe | has spouse
writer : Janice Parker | person : Kent | has spouse
politician us : John Mcphee | person : Barry | has spouse
person us : Derek Jeter | person : Minka Kelly | has spouse
person : Gillian Welch | person australia : David Rawlings | has spouse
person : Richard Blum | politician : Feinstein | has spouse
person : Eva Braun | person : Hitler | has spouse
person : Leonardo | person canada : Brad | has spouse
comedian : Mario Lopez | person : Courtney Mazza | has spouse
person : Anderson001 | person : Bishop | has spouse
person : Laila Ali001 | person : Curtis Conway | has spouse
celebrity : Billy Zane | comedian : Kelly Brook | has spouse
person : Turner | person : Thompson | has spouse
actor : Edward Judd | actor : Martha Hyer | has spouse
actor : Jackie Sandler | person us : Adam Sandler | has spouse
person : Michelle Dance | person : President | has spouse
musician : Michael Hutchence | person : Paula Yates | has spouse
person : Desi Arnez | comedian : Lucille Ball | has spouse
person : Jj Feild | person us : Neve Campbell | has spouse
person : Ryan Adams | person : Mandy Moore | has spouse
person : Casey Affleck | person : Summer Phoenix | has spouse
person : Hudson | person : Muse | has spouse
person canada : Brooklyn Decker | athlete : R's Lindley Murray | has spouse
person : Jennifer Carpenter | person : Michael C's Hall | has spouse
actor : Leo Dicaprio | person : Pitt | has spouse
celebrity : Shooter Jennings | celebrity : Drea De Matteo | has spouse
person : Wagner | athlete : Lidge | has spouse
politician us : John F's Kennedy | person : Jacqueline Bouvier | has spouse
celebrity : John Light | person : Neve Campbell | has spouse
scientist : Henry Hager | politician us : Jenna Bush | has spouse
person : Alexander001 | person : Jolie | has spouse
person : Rudy Gay | person : Eric | has spouse
person : Sara001 | person : Alex001 | has spouse
actor : Rachel Weisz | person : Angelina | has spouse
person : Courtney Mazza | comedian : Mario Lopez | has spouse
person : Nandita Das | person : Aishwarya | has spouse
person canada : Brenden Morrow | actor : Richards | has spouse
person : Barbara002 | politician : Former President George H W's Bush | has spouse
person : Barbara001 | politician us : President George Bush | has spouse
person : Isabella Rossellini | director : Jonathan Wiedemann | has spouse
person : Stavros Niarchos | person : Paris Hilton001 | has spouse
female : Evan Rachel Wood | actor : Marilyn Manson | has spouse
politician us : President Gerald Ford | person : Steven Spielberg | has spouse
model : Holly Madison | person : Criss Angel | has spouse
person us : Will Ferrell | person canada : Brad | has spouse
person canada : Avril Lavigne | celebrity : Deryck Whibley | has spouse
person africa : Lisa Marie | male : Michael Lockwood | has spouse
person : Prince | person : Princess | has spouse
person : Mel Gibson | person : Oksana Grigorieva | has spouse
model : Christina Milian | musician : the Dream | has spouse
female : Rachel | person : Steve | has spouse
female : Rachel | person : Jake | has spouse
person : Vladislav Doronin | female : Naomi Campbell | has spouse
person : Michael Jordan | person : David | has spouse
person us : Adam Sandler | actor : Jackie Sandler | has spouse
person us : Adam Sandler | person : Ben | has spouse
person us : Ryan Howard | athlete : Lidge | has spouse
person us : Rosie O Donnell | person : Kelli Carpenter | has spouse
person canada : James Tupper | person : Anne Heche | has spouse
person : Guest | person us : Jamie Lee Curtis | has spouse
person : Guest | person : Db Woodside | has spouse
person : Dinah Shore | person us : Burt Reynolds | has spouse
person : Ross Neltner | person : Alex001 | has spouse
visual artist : Julie Mehretu | person : Matthew | has spouse
actor : Geoffrey Arend | person : Christina Hendricks | has spouse
female : Cheryl Tweedy | person europe : Ashley Cole | has spouse
actor : T a Leoni | person canada : David Duchovny | has spouse
person : Noel Gallagher | person canada : Sara Macdonald | has spouse
person : Grant | person : Natalie | has spouse
male : Olivier Martinez | female : Halle Berry | has spouse
actor : Matthew Broderick | celebrity : Sarah Jessica Parker | has spouse
person canada : Daniel Zelman | female : Debra Messing | has spouse
person : Enrique Iglesias | person : Anna Kournikova | has spouse
female : Electra | male : Zeus | has spouse
person : Grace Hightower | person us : Robert De Niro | has spouse
person : Anjelica Huston | person : Jack Nicholson | has spouse
visual artist : Damien Hirst | celebrity : Douglas | has spouse
model : Geena Davis | person canada : Brad | has spouse
person : Jake Gyllenhaal | person us : Taylor Swift | has spouse
person : Ex Husband Nick Lachey | person canada : Vanessa Minnillo | has spouse
person : Gordon | person : Gregory Buchanan | has spouse
person : Gordon | person : Greg Buchanan | has spouse
person : Gordon | person us : Alex Cora | has spouse
person : Gordon | person : Bonimo S Son | has spouse
person : Arpad Busson | professor : Elle Macpherson | has spouse
person : Arpad Busson | person : Uma Thurman001 | has spouse
person : Jason Lee | actor : Beth Riesgraf | has spouse
celebrity : Charlotte Church | male : Gavin Henson | has spouse
person : Gaspard Ulliel001 | person europe : Emily Browning | has spouse
person : Adnan Ghalib | person : Britney Spears | has spouse
person : Wife Susan | person us : Robert Downey Jr | has spouse
person : Wiz Khalifa | person : Amber Rose | has spouse
comedian : Rene Russo | person : Jennifer | has spouse
person : Sherri Shepherd | person : Lamar Sally | has spouse
person : Mark Twain | person : Eden | has spouse
monarch : Altman | person : George Takei | has spouse
female : Ashlee | person : Pete | has spouse
female : Ashlee | person : Pete Wentz | has spouse
male : Ryan Seacrest | person : Jolie | has spouse
person : Chloe Sevigny | person canada : Nicole | has spouse
person : Engaged | person : Angelina | has spouse
person africa : Diane Kruger | person : Jennifer | has spouse
person : Paula Yates | musician : Michael Hutchence | has spouse
person : Paula Yates | person : Bob Geldof | has spouse
person : Anastacia | person canada : Wayne Newton | has spouse
politician us : Nancy Reagan | politician us : President Ronald Reagan | has spouse
politician us : Nancy Reagan | person : Gerald Ford001 | has spouse
person : Kirsten Dunst001 | person canada : Nicole | has spouse
person : Alyson Hannigan | male : Alexis Denisof | has spouse
person : Lawrence Welk | person : Lombardo | has spouse
female : Faith | male : Tim Mcgraw | has spouse
person : Martha Washington | person : George Washington | has spouse
person : Oliver001 | person : Julia | has spouse
person : Angelina Jolie | person : Brad Pitt | has spouse
person : Cary Grant | male : Dyan Cannon | has spouse
person : Cary Grant | person : Cannon | has spouse
person : Cary Grant | person : Pitt | has spouse
person : Lesley Manville | comedian : Gary Oldman | has spouse
musician : Marion Brown | person : Pharoah Sanders | has spouse
person us : Charlie Morton | person : Lincoln | has spouse
person us : John Keats | person : Fanny Brawne | has spouse
person : Claudia | model : Matthew Vaughn | has spouse
person : Claudio | person mexico : Herculez Gomez | has spouse
athlete : Marcus Mccauley | person : Charles002 | has spouse
person : Princess Kate | male : Prince William | has spouse
person : Billy Baldwin | actor : Chynna Phillips | has spouse
astronaut : Mark Kelly | person north america : Giffords | has spouse
person canada : Jamie Hewlett | person : Emma De Caunes | has spouse
person : Augustus | person : Anna | has spouse
person : Gloria Estefan001 | person : Emilio | has spouse
person : Bipasha Basu | person : Aishwarya | has spouse
person : Sebastian Stan | person : Leighton Meester | has spouse
person us : Gwen Stefani | male : Gavin Rossdale | has spouse
person : Paul Rudd | celebrity : Justin Theroux | has spouse
female : Sarah Harding | person : Victoria | has spouse
male : Thomas Anderson | person canada : Daniel Day Lewis | has spouse
person : Celine Dion | person : David | has spouse
person : Celine Dion | person : Rene Angelil | has spouse
person europe : Walt Disney001 | person : Tim | has spouse
person : Anne Hathaway | person : Adam Shulman | has spouse
person : Blake Lively | actor : Penn Badgley | has spouse
person : Blake Lively | male : Ryan Reynolds | has spouse
person : Deborah | person : John | has spouse
person north america : Oliver Martinez | person : Halle Berry | has spouse
person : Superstars Angelina Jolie | person : Pitt | has spouse
person : Edward | female : Wallis Simpson | has spouse
person : Edward | actor : Wallis Warfield Simpson | has spouse
person : Edward | person : Hitler | has spouse
person : Edward | person : Sophie | has spouse
person : Edward | person : Anna | has spouse
person us : Robert De Niro | person : Grace Hightower | has spouse
person : Matthew Bellamy | person : Kate Hudson | has spouse
person us : Jessica Alba | person : Jennifer | has spouse
person : Ashanti | person : Nelly001 | has spouse
female : Heather Mills | celebrity : Sir Paul Mccartney | has spouse
athlete : Aidan | person : Carrie | has spouse
person : Caleb Followill | model : Lily Aldridge | has spouse
person : Team | person : Team Aniston | has spouse
person : Lorenzo Martone | person : Marc Jacobs | has spouse
actor : Traci Bingham | person : Robb Vallier | has spouse
person : Camilla Parker Bowles | person : Prince Charles001 | has spouse
person : Tiye | person : Iii | has spouse
person : Thor | person us : Tom Clancy | has spouse
person us : Alex Kingston | person : Fiennes | has spouse
person : Holly Marie Combs | person australia : David Donohoe | has spouse
person : Chris Pronger | director : May | has spouse
female : Catherine of Aragon | person : Henry Viii | has spouse
person : Princess | person : Prince | has spouse
person : Youth | person : Eden | has spouse
comedian : George Lopez | person : Eva | has spouse
actor : Jamie Lomas | female : Kym Marsh | has spouse
person : Troy | athlete : Coach K | has spouse
person : Tony | person : Eva | has spouse
person europe : Ashley Cole | female : Cheryl Cole | has spouse
person europe : Ashley Cole | person : Cheryl001 | has spouse
person europe : Ashley Cole | female : Cheryl Tweedy | has spouse
female : Camila Alves | celebrity : Matthew Mcconaughey | has spouse
actor : Ty Murray | person : Jewel | has spouse
person : Yasmine | person : Simon Lebon | has spouse
female : Wallis Simpson | person : Edward | has spouse
male : Antonio Banderas | person : Jolie | has spouse
person : Leslie | person : Ben | has spouse
architect : Kay | person : Peggy | has spouse
person : Jay Cutler001 | person : Kristin Cavallari | has spouse
person : Saif | person : Kareena | has spouse
person : Salt | person : Jolie | has spouse
criminal : Billie Frechette | criminal : Dillinger | has spouse
politician us : Bill Campbell | person : Jennifer | has spouse
politician : Vice President Gore | politician us : Hillary Clinton | has spouse
politician : Nicolas Sarkozy | celebrity : Carla Bruni | has spouse
model : Tyra Banks | person : Jennifer | has spouse
person : Bobby Brown | person : Whitney Houston | has spouse
person : Rose | person : Lily | has spouse
person : Ross | politician us : Rachel | has spouse
person canada : Tom Felton | person : Jade Olivia | has spouse
person : Rick | female : Rebecca | has spouse
person : Rick | person : Kathryn | has spouse
actor : Marian Rivera | person : Dingdong Dantes | has spouse
comedian : Kevin Kline | person : Phoebe Cates001 | has spouse
person : Imran Khan | person : Avantika | has spouse
person : Cassiopeia | person : Cepheus | has spouse
person australia : Johnny Wright | person : Kitty Wells | has spouse
actor : Brady Smith | person : Tiffani Amber Thiessen | has spouse
athlete : Eli Manning | person : Abby Mcgrew | has spouse
celebrity : Scarlett Johannson | person : Ryan Reynolds | has spouse
comedian : Jimmy Kimmel | comedian : Sarah Silverman | has spouse
female : Hillary | person : President Bill Clinton | has spouse
female : Hillary | person north america : President Bill Clinton | has spouse
person : Catherine Zeta Jones001 | person us : Michael Douglas | has spouse
person : Phone | person : Gavin | has spouse
person : Pitt | person us : Josh Hartnett | has spouse
person : Pitt | female : Angie | has spouse
person : Pitt | actor : Leo Dicaprio | has spouse
person : Pitt | celebrity : Oprah | has spouse
person : Pitt | person us : Daniel Craig | has spouse
person : Pitt | actor : Pamela Anderson Lee | has spouse
person : Pitt | person africa : Edward Norton | has spouse
person : Pitt | person : Tropic Thunder | has spouse
person : Pitt | person : Hollywood Stars Angelina Jolie | has spouse
person : Pitt | celebrity : Angeline Jolie | has spouse
person : Pitt | person : Jared Leto | has spouse
person : Pitt | person : Gladiator | has spouse
person : Pitt | person : Eric Bana | has spouse
person : Pitt | person : Ange | has spouse
person : Pitt | politician : Obama | has spouse
person : Pitt | comedian : Kevin Spacey | has spouse
person : Pitt | female : Jennifer Anniston | has spouse
person : Pitt | person : Meryl Streep | has spouse
person : Pitt | person : Cate Blanchett | has spouse
person : Pitt | person : Diane Keaton | has spouse
person : Pitt | person us : Robert Redford | has spouse
person : Pitt | person : Dalai Lama | has spouse
person : Pitt | person : Sean Connery | has spouse
person : Pitt | person : Cary Grant | has spouse
person : Pitt | comedian : Vince Vaughn | has spouse
person : Pitt | person : Bradley Cooper | has spouse
person : Pitt | person : Warner Brothers | has spouse
person : Pitt | person : Jerry Seinfeld | has spouse
person : Pitt | person : Superstars Angelina Jolie | has spouse
person : Pitt | person : Tomb Raider Star | has spouse
person : Phil | person : Andy Bloch | has spouse
person : Phil | person north america : Chris Ferguson | has spouse
person : Piper | male : Leo | has spouse
person : Pete | female : Ashlee | has spouse
person : Witherspoon | actor : Jake Gyllenhaal | has spouse
actor : Jordan Bratman | person : Christina | has spouse
actor : Jordan Bratman | person : Aguilera | has spouse
actor : Jordan Bratman | person : Christina Aguilera | has spouse
actor : Joe Anderson | person : Michael001 | has spouse
person : Posh | person canada : David Beckham | has spouse
person : Pope | person : Henry | has spouse
person : Peter | person : Beth | has spouse
person : Peter | person : Peter Stuyvesant | has spouse
person : Peter | professor : Mary Jane | has spouse
person : Peter | person : Kari | has spouse
person : Perez | person : Selena | has spouse
person : Penny | person asia : Kyle Davies | has spouse
person : Penny | politician us : John Smoltz | has spouse
person : Penny | person : Brandon Webb | has spouse
person : Penny | person us : Gary Sheffield | has spouse
person : Penny | person : a J's Burnett | has spouse
person : Penny | person mexico : Rick Porcello | has spouse
person : Penny | person us : David Bell | has spouse
person : Penny | person : Matt Cain | has spouse
person : Penny | male : Jordan Farmar | has spouse
person : Penny | person : Jason Marquis | has spouse
person : Schae Harrison | person : Mick Cain | has spouse
person : Muse | person : Hudson | has spouse
person us : Ryan Reynolds | person canada : Brad | has spouse
person : Peggy | architect : Kay | has spouse
person : Nicole Ritchie | person : Victoria | has spouse
person : Max002 | female : Naomi | has spouse
person : Max001 | person : Liz | has spouse
person us : Julie Andrews | person : Blake Edwards | has spouse
person : Lynn | person : Michael002 | has spouse
person : Rachael Ray | female : Katie | has spouse
person : Rene Russo | person canada : Dan Gilroy | has spouse
writer : Linda Evans | person north america : John Derek | has spouse
person : Nora | person : Bo | has spouse
person canada : James Woods | actor : Ashley Madison | has spouse
person : Terry Labonte | person : Jeff | has spouse
celebrity : Lauren Conrad | person : Jennifer | has spouse
person : Eurydice | person : Orpheus | has spouse
person : Sophie | person : Edward | has spouse
person : Nick | person : Bridget | has spouse
person : Nick | female : Jessica | has spouse
person : Nick | person : Brooke | has spouse
person : Nick | person : Mariah | has spouse
person africa : Cleopatra | person : Mark Antony | has spouse
person africa : Cleopatra | person : Caesar | has spouse
person : Calista Flockhart | person us : Harrison Ford | has spouse
person us : Harrison Ford | person : Calista Flockhart | has spouse
person canada : Gerard Butler | person us : Jennifer Aniston | has spouse
person : Kick | person : Billy Cavendish | has spouse
person : King | musician : Gerry Goffin | has spouse
person : King | female : Queen Mary | has spouse
person : Melissa Etheridge | director : Julie Cypher | has spouse
person : Kerr | person : Orlando Bloom | has spouse
person : Kent | writer : Janice Parker | has spouse
person : Kent | person : Christian | has spouse
person : Kris | male : Bruce Jenner | has spouse
professor : Elle Macpherson | person : Arpad Busson | has spouse
male : Jean Dujardin | person canada : Alexandra Lamy | has spouse
person : Olivia | person : John | has spouse
person : Judy | person : Donald | has spouse
person : Kali | person : Lakshmi | has spouse
person : Victor001 | person : Frances | has spouse
person : Kari | person : Peter | has spouse
person : Karl | person : Austria | has spouse
person : Katy | person : Russell | has spouse
person canada : Alexandra Lamy | male : Jean Dujardin | has spouse
person : Liam | person : Zoe | has spouse
person : Liam | person : Danielle | has spouse
person : Lilo | celebrity : Samantha Ronson | has spouse
person : Lily | person : Rose | has spouse
person : Lisa | politician us : Jerry | has spouse
person north america : Katy Perry | person : Russell Brand001 | has spouse
person : Shriver | person : Schwarzenegger | has spouse
person : Frances Mcdormand | person canada : Brad | has spouse
person : Gavin | person : Phone | has spouse
person : Lucy | politician us : Paul | has spouse
person : Lucy | person : Cecil | has spouse
person : Boston | person : Jolie | has spouse
person : Lois | person : Richard | has spouse
person : Lord | person : Eve001 | has spouse
person : Pedro | person : Ines | has spouse
female : Jenna Jameson | person : Tito Ortiz | has spouse
professor : Thomas Dilorenzo | person : David | has spouse
person : Kurt | celebrity : Goldie | has spouse
person : Leon | person : Vexille | has spouse
person : Daughter Bristol | person : Levi Johnston | has spouse
person : President Elect | female : Michelle Obama | has spouse
person : Leah | male : Jacob | has spouse
person : Renee Zellweger | person : Jennifer | has spouse
male : Ward Burton | person : Jeff | has spouse
athlete : Coach K | person : Troy | has spouse
actor : Scott Foley | person : Jennifer | has spouse
person : Alyssa Milano | person : Jennifer | has spouse
person : Ines | person : Pedro | has spouse
person : Miley Cyrus | celebrity : Justin Gaston | has spouse
person : Miley Cyrus | person : Taylor Swift | has spouse
person : Miley Cyrus | celebrity : Liam Hemsworth | has spouse
person : Russell Crowe | person : Jennifer | has spouse
politician us : Jimmy Carter | female : Rosalynn Carter | has spouse
person : Paula | person : Simon001 | has spouse
person : Holt | person us : Alex Gonzalez | has spouse
person : Hogg | person canada : Shane Warne | has spouse
person : Mariah | person : Diana Ross | has spouse
person : Mariah | person : Actor Nick Cannon | has spouse
person : Mariah | person : Nick Cannon001 | has spouse
person : Mariah | person : Nick | has spouse
person : Pandu | female : Kunti | has spouse
male : Chris Henchy | person us : Brooke Shields | has spouse
person : Photos | person : Jennifer | has spouse
person us : Kelly Preston | person : Travolta | has spouse
person : Jeff | celebrity : Tony Stewart | has spouse
person : Jeff | person : a J's Allmendinger | has spouse
person : Jeff | athlete : David Stremme | has spouse
person : Jeff | person us : Jimmie Johnson | has spouse
person : Jeff | person : Martin Truex Jr | has spouse
person : Jeff | person : Holly | has spouse
person : Jeff | celebrity : Joe Nemechek | has spouse
person : Jeff | person : Dale Earnhardt Jr | has spouse
person : Jeff | person : Casey Mears | has spouse
person : Jeff | male : Ward Burton | has spouse
person : Jeff | athlete : Matt Kenseth | has spouse
person : Jeff | person : Ricky Rudd | has spouse
person : Jeff | person : Johnson001 | has spouse
person : Jeff | person : Terry Labonte | has spouse
person : Jess | person : Tony Romo | has spouse
person : Jane | person : David | has spouse
person : Jane | person : Hugh001 | has spouse
person : Jack | person : Beatrice | has spouse
person : Jake | female : Rachel | has spouse
person : John | model : Maria | has spouse
person : John | person : Deborah | has spouse
person : John | person : Michelle Phillips | has spouse
person : John | person : Rachael | has spouse
person : John | person : Mary Green | has spouse
person : John | person canada : Sarah Thomas | has spouse
person : John | person : Genevieve | has spouse
person : John | person us : John Weir | has spouse
person : John | person : Olivia | has spouse
person : John | person : Gabrielle | has spouse
person : John | person : Stacy | has spouse
person : Jose | director : Jonathan Herrera | has spouse
person : Chad Michael Murray | comedian : Sophia Bush | has spouse
person us : Dan Haren | athlete : Lidge | has spouse
person : Shields | person : Henchy | has spouse
female : Kat Von D | celebrity : Jesse James | has spouse
female : Jennifer Connelly | musician : Paul | has spouse
female : Jennifer Connelly | person : Paul Bettany | has spouse
person : Winnie | person : Nelson Mandela | has spouse
person : Denny Hamlin | politician us : Jeff | has spouse
male : Arnold Schwarzenegger | person : Maria Shriver | has spouse
female : Mary Shelley | writer : Shelley | has spouse
person : Fisher | person : Sacha Baron Cohen | has spouse
person us : Ian Kennedy | athlete : Lidge | has spouse
person : Ashton | person europe : Demi | has spouse
person : Gala | person : Dali | has spouse
person : Gail | celebrity : Oprah | has spouse
person canada : Robert Smith | person : Brandy | has spouse
person : Ashley | person canada : Justin Bartha | has spouse
person : Ashley | person : Jim | has spouse
female : Emily | person : Daniel001 | has spouse
person : Feld | scientist : Paul Graham | has spouse
person : Gillian Anderson | comedian : Clyde Klotz | has spouse
person : Gillian Anderson | person north america : Mark Griffiths | has spouse
model : Andres Velencoso | person : Kylie Minogue | has spouse
